Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
07/04/2020,"QUAY LARGO, SELSKAR ST, WEXFORD",,Wexford,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2013,"7 Stocking Wood Hall, Stocking Avenue, Rathfarnham",,Dublin,"€130,500.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
30/11/2015,"131 CHURCH HILL, TULLAMORE, OFFALY",,Offaly,"€77,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/02/2017,"40 GLENDALE MEADOWS, LEIXLIP, KILDARE",,Kildare,"€48,089.26",No,No,Second-Hand Dwelling house /Apartment,
29/04/2021,"11 Royal Canal Walk, Enfield",,Meath,"€274,889.86",No,Yes,New Dwelling house /Apartment,
13/04/2010,"4 Oakwood Close, Lr. Shantalla Rd., Galway",,Galway,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/03/2015,"160 MEADOWVIEW, DROGHEDA, CO LOUTH",,Louth,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2021,"37 DEALG BAN, LADYSBRIDGE, CORK",,Cork,"€378,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2018,"2 ANVILLE DR, REDESDALE ESTATE, STILLORGAN",,Dublin,"€565,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2021,"LADIES WALK, PORTUMNA, GALWAY",,Galway,"€217,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2013,"Apt 40 Salthill, Monkstown",,Dublin,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2015,"10 RATHBORNE PLACE, ASHTOWN, DUBLIN 15",Dublin 15,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2018,"42 BALLYBOUGH ROAD, BALLYBOUGH, DUBLIN 3",,Dublin,"€187,500.00",No,No,Second-Hand Dwelling house /Apartment,
02/05/2019,"49 Cluain Adain Green, Clonmagadden, Navan",,Meath,"€242,290.74",No,Yes,New Dwelling house /Apartment,
23/07/2021,"72 ST MARYS PARK, CARLOW, CARLOW",,Carlow,"€78,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2019,"KNOCKLISCRANE, MILTOWN MALBAY, ENNIS",,Clare,"€166,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/11/2018,"3 EDERMINE COURT, OYLGATE, ENNISCORTHY",,Wexford,"€162,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2011,"The Cross, Cloghan",,Offaly,"€750,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/10/2015,"CARHUCORE, OGONNELLOE, SCARRIFF",,Clare,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2011,"No. 4 Eiri na Greine, Ballydehob",,Cork,"€135,484.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/05/2018,"5 PORT ALAINN, KNOCKVICAR, BOYLE",,Roscommon,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/11/2016,"7  LUMPAR LANE, URLINGFORD LANE, CO KILKENNY",,Kilkenny,"€66,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2021,"8 ST FINBARRS TERRACE, BOHERMORE, GALWAY",,Galway,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2011,"St Gabriel's, Ballinderry, Mullingar",,Westmeath,"€142,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/02/2015,"76 DEVENISH RD, DUBLIN 12, DUBLIN",Dublin 12,Dublin,"€214,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/05/2021,"Bonavalley, Athlone, Westmeath",,Westmeath,"€325,991.18",No,Yes,New Dwelling house /Apartment,
07/02/2019,"8 RICHMOND EST, BLACKROCK RD, CORK",,Cork,"€427,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2020,"UNIT 8, WHITEBEAM HALL, CLAY FARM",Dublin 18,Dublin,"€370,044.00",No,Yes,New Dwelling house /Apartment,
29/03/2021,"FISHERMANS COTTAGE, MEELMANE, COURTMACSHERRY",,Cork,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2019,"APT 1, MAIN ST, BALLIVOR",,Meath,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2012,"68 Abhainn na Ri, Oranmore",,Galway,"€155,300.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2018,"47 Finlay Park, Old Carragh Road, Naas",,Kildare,"€339,207.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/05/2017,"AVALON, SURGALSTOWN, KILSALLAGHAN",,Dublin,"€535,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2019,"27 THE MEADOWS, MALLFIELD, THOMASTOWN",,Kilkenny,"€197,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
22/10/2018,"103 BALLYGALL CRESCENT, FINGLAS, DUBLIN 11",Dublin 11,Dublin,"€242,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2020,"13 GLENWOOD, NEWPORT, TIPPERARY",,Tipperary,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2012,"17 Ballygoran Court, Celbridge",,Kildare,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2019,"SLEEPY HOLLOW, 22 WOODLAWN, MODEL FARM RD",,Cork,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/02/2015,"8 WALLIS ST, MOUNTRATH, LAOIS",,Laois,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2020,"20 CASTLEBAWN, KILMEAGUE, NAAS",,Kildare,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/08/2014,"KILSARAN HOUSE, LOUGH DUFF, CAVAN",,Cavan,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/01/2020,"66 BRUACH TAILTE, BORRISOKANE RD, NENAGH",,Tipperary,"€162,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2011,"69 Corr Castle, Howth",,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2017,"BALLYSHEEDY, ANNACARTY, CO. TIPPERARY",,Tipperary,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/02/2019,"CLOVERFIELD, MITCHELLSFORT, WATERGRASSHILL",,Cork,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2015,"86 INIS CLAIR, KILDYSART RD, ENNIS",,Clare,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2010,"Emmett House, Old Cork Road",,Limerick,"€126,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/07/2012,"2 ST CLARES CLOSE, TURNPIKE, ENNIS",,Clare,"€32,150.00",Yes,No,Second-Hand Dwelling house /Apartment,
20/10/2011,"90 Cappagh Avenue, Finglas",Dublin 11,Dublin,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2021,"1576 PAIRC MHUIRE, NEWBRIDGE, KILDARE",,Kildare,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2010,"7 Bellview, Glenfield, Kilmallock",,Limerick,"€140,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
05/03/2012,"34, Cruise Park Drive, Tyrrelstown",,Dublin,"€220,264.31",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/12/2015,"BALLINACOR COTTAGE, CHAPEL LANE, AUGHRIM",,Wicklow,"€147,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2015,"9 SION ROW, FERRYBANK, CO WATERFORD",,Waterford,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2020,"9 ATHLUMNEY VILLAGE, NAVAN, MEATH",,Meath,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/07/2014,"65 Willow Park, New Ross",,Wexford,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2021,"7 FOUNTAIN HILL, MELL, DROGHEDA",,Louth,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/09/2014,"21 REUBEN SQ, REUBEN ST, CIRCULAR RD SOUTH DUBLIN 8",Dublin 8,Dublin,"€138,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2018,"9 CROMWELLSFORT COURT, MULGANNON, WEXFORD",,Wexford,"€108,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/06/2021,"26 MARLBOROUGH RD, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,"€1,850,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2014,"6 NEW ROAD, BIRR, CO OFFALY",,Offaly,"€31,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/03/2015,"4 MILLBANKS, ROSBERCON, NEW ROSS",,Wexford,"€158,500.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2017,"3 MARYMOUNT, SUMMERHILL, CARRICK ON SHANNON",,Leitrim,"€46,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2021,"04 MOYGLARE RIDGE, MARIAVILLA, MAYNOOTH",,Kildare,"€370,044.00",No,Yes,New Dwelling house /Apartment,
21/10/2015,"17 MONTPELIER VIEW, JOBSTOWN, TALLAGHT",Dublin 24,Dublin,"€115,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
25/11/2015,"Spittle, Ballylanders",,Limerick,"€92,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2019,"50 The Drive, Semple Woods, Donabate",,Dublin,"€405,286.35",No,Yes,New Dwelling house /Apartment,
09/12/2014,"Apartment 32  The Oat House, Baker's Yard, Portland Street North",Dublin 1,Dublin,"€114,196.45",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/01/2015,"6 SUSSEX TERRACE, DUBLIN 2, DUBLIN",Dublin 4,Dublin,"€625,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2017,"THE BUNGALOW, EASTON PARK, LEIXLIP",,Kildare,"€428,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/02/2019,"99 SYCAMORE RD, FINGLAS, DUBLIN 11",Dublin 11,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2019,"DENNISTOWN, NVRRINTOWN, WEXFORD",,Wexford,"€279,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2011,"25 The Meadows, Point Road, Dundalk",,Louth,"€140,356.71",No,No,Second-Hand Dwelling house /Apartment,
07/10/2021,"80 COLLEGE ROAD, CORK",,Cork,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/06/2021,"34 SHERRARD AVE, DUBLIN 1, DUBLIN",Dublin 1,Dublin,"€253,500.00",No,No,Second-Hand Dwelling house /Apartment,
22/01/2020,"35 SUMMERHILL VILLAGE, EIRE, SLIGO",,Sligo,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2017,"2 ROSEGLEN RD, KILBARRACK, DUBLIN 5",Dublin 5,Dublin,"€300,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/06/2020,"107 MOUNT OLIVE RD, KILBARRACK, DUBLIN 5",Dublin 5,Dublin,"€187,700.00",Yes,No,Second-Hand Dwelling house /Apartment,
01/03/2017,"BLACKRAW, THREE MILE HOUSE, MONAGHAN",,Monaghan,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2020,"9 Morristown Avenue, The Paddocks, Newbridge",,Kildare,"€253,303.00",No,Yes,New Dwelling house /Apartment,
08/06/2016,"48 College Woods, Balla, Co Mayo",,Mayo,"€74,890.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/11/2018,"2 WOODLAWN ROAD, KILLARNEY, CO. KERRY",,Kerry,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2015,"70 Brookfield, Irishtown, Mullingar",,Westmeath,"€174,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/05/2015,"34 The Streams, Caragh",,Kildare,"€255,506.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
26/09/2011,"MAIN STREET, FREEMOUNT",,Cork,"€72,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2010,"30 Blueberry Fields, Broomfield, Midleton",,Cork,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2021,"KILCONLY, TUAM, CO GALWAY",,Galway,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2014,"16 GRANVILLE RD, DUN LAOGHAIRE, DUBLIN",,Dublin,"€515,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2012,"Tanderagee, Institute Road, Bailieborough",,Cavan,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2021,"32 Seoid Na Tra, Bettystown",,Meath,"€263,436.00",No,Yes,New Dwelling house /Apartment,
20/04/2012,"Glackmore, Aught Road, Muff",,Donegal,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/04/2020,"46 Church Green, Ballinglanna, Glanmire",,Cork,"€288,546.30",No,Yes,New Dwelling house /Apartment,
05/07/2013,"7 Loughshinny Park, Loughshinny",,Dublin,"€189,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2021,"CARNAGORE, CARRIGART, LETTERKENNY",,Donegal,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2011,"15 Island road, enniscorthy",,Wexford,"€18,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2019,"74 Pairc Chuimin, Kilcummin, Killarney",,Kerry,"€218,237.88",No,Yes,New Dwelling house /Apartment,
30/07/2018,"21 FOREST MILL DRIVE, BEALNAMULLA, ATHLONE",,Roscommon,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/06/2013,"The Lynns, Annagassan",,Louth,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2014,"76 WALSH RD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,"€293,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/05/2021,"WOODFIELD, CLAREABBEY, CLARECASTLE",,Clare,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2014,"2 GOLDENBRIDGE AVE, INCHICORE DUBLIN 8, DUBLIN",Dublin 8,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2012,"159 Ath Leathan, Racecourse Road, Dundalk",,Louth,"€290,748.89",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/09/2018,"95 CASTLEFORBES SQ, CASTLEFORBES RD, DUBLIN 1",Dublin 1,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2016,"43 SHANOWEN GROVE, SANTRY, DUBLIN 9",Dublin 9,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2011,"5 Lios Cara Grove, Rathpeacon, Killeens",,Cork,"€175,119.22",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/09/2017,"1 - 2 BRIDGE ST, MOUNTMELLICK, LAOIS",,Laois,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2016,"ARDBRENNAN, KILLARE, BALLINEA",,Westmeath,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2021,"29 BEECHPARK COURT, COOLOCK, DUBLIN 5",Dublin 5,Dublin,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2015,"10 Rathmeel Lawns, Ballina",,Mayo,"€112,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2014,"BALLINVALLY, OLD CASTLE, CO MEATH",,Meath,"€84,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2011,"79 Lake Drive, Kilminchy",,Laois,"€120,925.11",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/02/2017,"FRUITH ST, HACKETSTOWN, CARLOW",,Carlow,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/02/2017,"BALLINAVENOORAGH, BALLYDAVID, CO KERRY",,Kerry,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2014,"Apt 1 Tailteann Court, Longford Road, Mullingar",,Westmeath,"€60,200.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2014,"16 Togher Way, Urlingford",,Kilkenny,"€66,079.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/03/2018,"GRANGE, RATHNURE, ENNISCORTHY",,Wexford,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2020,"24 WESTPARK, BLESSINGTON, WICKLOW",,Wicklow,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2011,"2 Belarmine Heath, Stepasid",,Dublin,"€321,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2017,"22 MARREN PARK, BALLYMOTE, CO. SLIGO",,Sligo,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2019,"201 CHARLOTTE QUAY, RINGSEND RD, DUBLIN 4",Dublin 4,Dublin,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/02/2017,"23 DROMIN DR, TOWER, BLARNEY",,Cork,"€247,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2020,"27 RAVENSWOOD CRESCENT, CASTAHEANY, DUBLIN 15",Dublin 15,Dublin,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/06/2020,"DOON EAST, BALLYBUNION, CO KERRY",,Kerry,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2015,"39 GRANGEMORE, RAHOON, GALWAY",,Galway,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/03/2017,"GURRANREDMOND, DONOUGHMORE, CORK",,Cork,"€193,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2018,"30 MINISTER PARK, LUSK, DUBLIN",,Dublin,"€242,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2020,"98 THE COURT, DUNBOYNE CASTLE, DUNBOYNE",,Meath,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2018,"LAKEVIEW HOUSE, TERMON KILLINKERG, VIRGINIA",,Cavan,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2011,"Willowfield, Ballinacarrigy",,Westmeath,"€570,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2017,"APT 24 BLOCK B, THE SPIRES, 50A BANDON ROAD",,Cork,"€39,423.08",Yes,No,Second-Hand Dwelling house /Apartment,
13/03/2017,"MODEL VILLAGE HOUSE, TOWER, BLARNEY",,Cork,"€177,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/10/2015,"195 Sperrin Road, Drimnagh",Dublin 12,Dublin,"€124,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/10/2020,"16 GORTBEG AVE, FINGLAS SOUTH, DUBLIN",Dublin 11,Dublin,"€252,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2018,"84 PALMERSTON ROAD, DUBLIN 6",,Dublin,"€1,608,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/10/2014,"DROUM UPPER, GLENBEIGH, KERRY",,Kerry,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2013,"17 Woodlawn, School Road, Watergrasshill",,Cork,"€147,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2021,"25 MELVILLE WAY, CITYSIDE, FINGLAS EAST",Dublin 11,Dublin,"€176,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"The Old Orchard, Kilcoolishal, Glanmire",,Cork,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2015,"NO 41 CARRAIG EAN, EDENDERRY, CO. OFFALY",,Offaly,"€86,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2015,"31 CORNAROYA MANOR, BALLINROBE, MAYO",,Mayo,"€117,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2018,"EIGHTERARD, OUGHTERARD, GALWAY",,Galway,"€287,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/11/2016,"Apt 126 St Margaret's Road, Hampton Wood, Dublin 11",Dublin 11,Dublin,"€159,471.37",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/12/2020,"CLONAUGH, THOMASTOWN, JOHNSTOWN BRIDGE",,Kildare,"€525,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/10/2013,"25 CHELMSFORD ROAD, RANELAGH, DUBLIN 6",Dublin 6,Dublin,"€605,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2018,"28 BELVEDERE AVENUE, KNOCKSEDAN DEMENSE, SWORDS",,Dublin,"€414,096.92",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/03/2021,"41 MOUNTAIN CLOSE, CARTRON VIEW, SLIGO",,Sligo,"€162,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/06/2020,"6 Maglin Green, Ballincollig, Co. Cork",,Cork,"€339,207.04",No,Yes,New Dwelling house /Apartment,
31/05/2013,"43 Milenium Tower, Charlotte Quay",Dublin 4,Dublin,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/08/2018,"BRENMAR, BALLYWILLIAM, GOREY",,Wexford,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2013,"mount carmel, faithlegge",,Waterford,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/07/2020,"28 ST JOSEPHS SQ, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2017,"13 AN RADHARC, MARYBOROUGH RIDGE, DOUGLAS",,Cork,"€259,911.89",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/08/2010,"8 Liffey Downs, Liffey Valley Park, Lucan",,Dublin,"€222,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2013,"BON-HOMIE, BOHERBOY, CAHIRCIVEEN",,Kerry,"€80,648.00",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/12/2012,"64 Boice Court, Mell, Drogheda",,Louth,"€62,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
13/06/2013,"17 Eiscir  Summer Road, Eiscir Meadows, Tullamore",,Offaly,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2015,"9 O'CURRY STREET, LIMERICK",,Limerick,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2020,"10 Westminister Wood, Foxfock, Dublin 18",Dublin 18,Dublin,"€527,650.00",No,Yes,New Dwelling house /Apartment,
25/03/2020,"5 The Hazels, Ballinahinch Wood, Ashford",,Wicklow,"€394,990.00",No,Yes,New Dwelling house /Apartment,
30/01/2014,"APARTMENT B, THE HOLLOWS, ENNISCRONE",,Sligo,"€78,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2018,"42 Park Crescent, Hansfield Wood, Hansfield",,Dublin,"€299,559.47",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/05/2017,"14 MOUNT SYMON LAWN, CLONSILLA, DUBLIN",Dublin 15,Dublin,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2014,"CHALET 11 RATHMULLAN HOUSE COTTAGE, RATHMULLAN, DONEGAL",,Donegal,"€77,500.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2021,"23 MCDONAGH TERRACE, FERMOY, CORK",,Cork,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2021,"APT 3, COLLEGE CLOSE, GRANBY ROW",,Carlow,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2014,"73 AILESBURY RD, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,"€6,000,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2014,"2 CLAIREVILLE ROAD, HAROLDS CROSS, DUBLIN 6W",,Dublin,"€687,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2019,"55 GARANBAWN, MURROE, LIMERICK",,Limerick,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/05/2012,"GOWRAN DEMESNE, GOWRAN, GOWRAN",,Kilkenny,"€137,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2015,"25 ST CRONES TERRACE, QUAY RD, DUNGLOE",,Donegal,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/02/2020,"309 AN DUNNOG, BETTYSTOWN CENTRE, BETTYSTOWN",,Meath,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/04/2011,"30 WOODBINE AVENUE, BLACKROCK",,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2017,"SHRONE WEST, LISTOWEL, KERRY",,Kerry,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2021,"4 ALBERT WALK, BRAY, CO WICKLOW",,Wicklow,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2019,"Apartment 18, Waterside Close, Swords Road",,Dublin,"€320,796.47",No,Yes,New Dwelling house /Apartment,
09/11/2017,"5 MERRION HALL, MERRION AVENUE, BLACKROCK",,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/10/2018,"26 AWBEG, RIVER VALLEY, MALLOW",,Cork,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2015,"HILDEN, BALLYDOWD, LUCAN",,Dublin,"€675,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2011,"No 14 Bayview, Mountmellick",,Laois,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2017,"1 RIDGEWOOD, HERONS WOOD, CARRIGALINE",,Cork,"€293,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2010,"86 BLUEBELL WOODS, ORANMORE",,Galway,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/06/2016,"8 HILLCREST CLOSE, LUCAN, CO DUBLIN",,Dublin,"€232,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2016,"12 FERNWOOD CLOSE, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/04/2020,"MAIN STREET, EYRECOURT, COUNTY GALWAY",,Galway,"€32,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2014,"36 THE AVENUE, CARRICKMINES WOOD, CARRICKMINES DUBLIN 18",Dublin 18,Dublin,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2020,"23 AMBERLY DR, GRANGE, CORK",,Cork,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2011,"loughinroe west, ballyshrule, ballinasloe",,Galway,"€15,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
01/06/2018,"76 MARLINSTOWN PARK, MULLINGAR, CO WESTMEATH",,Westmeath,"€210,800.00",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/11/2010,"25  Stradballymore, Stradbally",,Waterford,"€123,966.94",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/03/2010,"36 DUN LIA, LOUGHTAGALLA, THURLES",,Tipperary,"€152,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
