Date of Sale (yyyy/mm/dd),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Month,Year,percent,Season,Province,GDP (USD-Billion),Total Number of Loans Approved,Added Post Codes
2018-05-03 00:00:00,"24 castlewood, little island, cork",,Cork,238000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2018.0,0.0946969696969697,Spring,Munster,384.85,Unkown,
2013-10-25 00:00:00,"14 somerton, castleknock golf club, castleknock",d15,Dublin,725000.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,10.0,2013.0,0.032829940906106365,Autumn,Leinster,238.21,19258.0,d15
2017-04-28 00:00:00,"44 fan glas, adamstown, kilmeaden",,Waterford,360000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2017.0,0.4291845493562232,Spring,Munster,334.6,Unkown,
2017-01-17 00:00:00,"4 earlswell, tobar an iarla, waterfall",,Cork,730000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,1.0,2017.0,0.0946969696969697,Winter,Munster,334.6,Unkown,
2015-01-04 00:00:00,"1 dunard, malahide, co dublin",,Dublin,458149.77,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,1.0,2015.0,0.032829940906106365,Winter,Leinster,291.46,32236.0,
2021-09-21 00:00:00,"7 gratton manor, convent road, claremorris",,Mayo,182000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2021.0,0.3968253968253968,Autumn,Connaught,440.0,Unkown,
2021-11-30 00:00:00,"43 carrigbeg, meadowlands, macroom",,Cork,219824.0,No,Yes,New Dwelling house /Apartment,None,11.0,2021.0,0.0946969696969697,Autumn,Munster,440.0,Unkown,
2013-12-17 00:00:00,"1 wood brook hall, castleknock, d15",,Dublin,167000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2013.0,0.032829940906106365,Winter,Leinster,238.21,19258.0,d15
2015-10-15 00:00:00,"knockaun, ballyduff upper, waterford",,Waterford,135000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2015.0,0.4291845493562232,Autumn,Munster,291.46,32236.0,
2019-10-04 00:00:00,"20 racecourse lawns, westport rd, clifden",,Galway,160000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2019.0,0.20533880903490762,Autumn,Connaught,399.12,Unkown,
2021-06-18 00:00:00,"61 brookfield, malahide, co dublin",,Dublin,546255.5,No,Yes,New Dwelling house /Apartment,None,6.0,2021.0,0.032829940906106365,Summer,Leinster,440.0,Unkown,
2017-08-09 00:00:00,"13 st johns terrace, ormond st, nenagh",,Tipperary,55000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2017.0,0.37174721189591076,Summer,Munster,334.6,Unkown,
2012-12-07 00:00:00,"17 donnybrook court, donnybrook",d4,Dublin,250000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2012.0,0.032829940906106365,Winter,Leinster,225.51,17769.0,d4
2018-09-21 00:00:00,"8 the green, station manor, station road",,Dublin,405286.34,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,9.0,2018.0,0.032829940906106365,Autumn,Leinster,384.85,Unkown,
2019-11-09 00:00:00,"15a redmond cove, redmond rd, wexford",,Wexford,165000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2019.0,0.28653295128939826,Autumn,Leinster,399.12,Unkown,
2019-07-30 00:00:00,"93 mayeston sq, st. margarets road, finglas",d11,Dublin,60000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2019.0,0.032829940906106365,Summer,Leinster,399.12,Unkown,d11
2020-02-04 00:00:00,"64 priory court, eden gate, delgany",,Wicklow,200000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2020.0,0.32573289902280134,Winter,Leinster,425.89,Unkown,
2014-05-30 00:00:00,"6 glebe cresent, market green, balbriggan",,Dublin,100000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2014.0,0.032829940906106365,Spring,Leinster,258.63,31897.0,
2016-01-07 00:00:00,"222 roscaoin, roscam, galway",,Galway,275000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2016.0,0.20533880903490762,Winter,Connaught,298.73,35037.0,
2015-08-18 00:00:00,"9 robinhood rd, d22, dublin",d15,Dublin,152000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2015.0,0.032829940906106365,Summer,Leinster,291.46,32236.0,d22
2021-11-30 00:00:00,"7 oldcourt ave, bray, wicklow",,Wicklow,325000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2021.0,0.32573289902280134,Autumn,Leinster,440.0,Unkown,
2015-10-23 00:00:00,"carrigrohane house, inchigaggin lane, model farm rd",,Cork,775000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2015.0,0.0946969696969697,Autumn,Munster,291.46,32236.0,
2017-07-27 00:00:00,"the stump of the castle, rathdrum, co wicklow",,Wicklow,240000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2017.0,0.32573289902280134,Summer,Leinster,334.6,Unkown,
2010-08-07 00:00:00,"8 manor downs, thornbury view, rochestown",,Cork,300000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2010.0,0.0946969696969697,Summer,Munster,221.66,20021.0,
2019-11-15 00:00:00,"6 the court, mulhuddart wood, mulhuddart d15",d15,Dublin,310000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2019.0,0.032829940906106365,Autumn,Leinster,399.12,Unkown,d15
2013-12-20 00:00:00,"2 lindisfarne green, clondalkin, d22",,Dublin,129000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2013.0,0.032829940906106365,Winter,Leinster,238.21,19258.0,d22
2011-09-20 00:00:00,"12 newcastle woods cresent, enfield",,Meath,220000.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,9.0,2011.0,0.25316455696202533,Autumn,Leinster,238.66,12834.0,
2015-06-25 00:00:00,"parkleva, claremorris, county mayo",,Mayo,252200.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,6.0,2015.0,0.3968253968253968,Summer,Connaught,291.46,32236.0,
2013-10-06 00:00:00,"hall flat  churchtown park house, d14, dublin",d14,Dublin,50000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2013.0,0.032829940906106365,Autumn,Leinster,238.21,19258.0,d14
2020-10-28 00:00:00,"6 bohola rd, kiltimagh, mayo",,Mayo,95000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2020.0,0.3968253968253968,Autumn,Connaught,425.89,Unkown,
2017-06-12 00:00:00,"27 clonmore, mallow",,Cork,237885.46,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,6.0,2017.0,0.0946969696969697,Summer,Munster,334.6,Unkown,
2014-11-17 00:00:00,"8 st marys ave, monasterevin, kildare",,Kildare,128000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2014.0,0.22624434389140274,Autumn,Leinster,258.63,31897.0,
2010-10-04 00:00:00,"10 kilbarron road, kilmore west, d5",d5,Dublin,235000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2010.0,0.032829940906106365,Autumn,Leinster,221.66,20021.0,d5
2019-10-25 00:00:00,"kells, cahesiveen, kerry",,Kerry,235000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2019.0,0.3703703703703704,Autumn,Munster,399.12,Unkown,
2020-08-07 00:00:00,"117 cois na habhainn, ballygaddy rd, tuam",,Galway,177500.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2020.0,0.20533880903490762,Summer,Connaught,425.89,Unkown,
2018-11-13 00:00:00,"28 balfe rd east, walkinstown, d12",d12,Dublin,420000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2018.0,0.032829940906106365,Autumn,Leinster,384.85,Unkown,d12
2020-11-12 00:00:00,"the interior ground floor, 8 idrone terrace, blackrock",,Dublin,450000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2020.0,0.032829940906106365,Autumn,Leinster,425.89,Unkown,
2017-05-04 00:00:00,"4 seafield downs, clontarf, d3",d3,Dublin,445000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2017.0,0.032829940906106365,Spring,Leinster,334.6,Unkown,d3
2012-11-12 00:00:00,"brackyle, pallasgreen",,Limerick,70000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2012.0,0.29411764705882354,Autumn,Munster,225.51,17769.0,
2017-03-02 00:00:00,"348 the lawn, belgard heights, d24",d24,Dublin,255000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2017.0,0.032829940906106365,Spring,Leinster,334.6,Unkown,d24
2015-07-01 00:00:00,"3 camlin view, longford, co waterford",,Longford,50000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2015.0,1.2345679012345678,Summer,Leinster,291.46,32236.0,
2012-11-28 00:00:00,"4 old street, malahide",,Dublin,365000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2012.0,0.032829940906106365,Autumn,Leinster,225.51,17769.0,
2020-08-10 00:00:00,"17 castle downs rd, malahide, dublin",,Dublin,515000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2020.0,0.032829940906106365,Summer,Leinster,425.89,Unkown,
2020-03-25 00:00:00,"cleggarnagh, rathconrath, mullingar",,Westmeath,214000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2020.0,0.5882352941176471,Spring,Leinster,425.89,Unkown,
2015-07-30 00:00:00,"36 farmhill rd, dundrum, d14",d14,Dublin,620000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2015.0,0.032829940906106365,Summer,Leinster,291.46,32236.0,d14
2013-01-11 00:00:00,"121 the commons, duleek",,Meath,65000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2013.0,0.25316455696202533,Winter,Leinster,238.21,19258.0,
2019-07-06 00:00:00,"apartment 28, crofton hall, diswellstown",d15,Dublin,286343.0,No,Yes,New Dwelling house /Apartment,None,7.0,2019.0,0.032829940906106365,Summer,Leinster,399.12,Unkown,d15
2017-11-04 00:00:00,"63 oakfield fr russell rd rahenn, limerick",,Limerick,238000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2017.0,0.29411764705882354,Autumn,Munster,334.6,Unkown,
2013-11-28 00:00:00,"crablane, coolkenna, tullow",,Carlow,82000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2013.0,0.8547008547008548,Autumn,Leinster,238.21,19258.0,
2010-04-23 00:00:00,"avonmore, hettyfield, douglas",,Cork,440000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2010.0,0.0946969696969697,Spring,Munster,221.66,20021.0,
2012-06-29 00:00:00,"70 the gables, kill, county kildare",,Kildare,200000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2012.0,0.22624434389140274,Summer,Leinster,225.51,17769.0,
2021-11-22 00:00:00,"11 hazel grove, clonbalt, longford",,Longford,150000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2021.0,1.2345679012345678,Autumn,Leinster,440.0,Unkown,
2017-10-10 00:00:00,"apt 199, bachelors walk apts, liffey st lower d1",d1,Dublin,201600.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2017.0,0.032829940906106365,Autumn,Leinster,334.6,Unkown,d1
2017-09-20 00:00:00,"9 prospect meadows, rathfarnham, d16",d16,Dublin,480000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2017.0,0.032829940906106365,Autumn,Leinster,334.6,Unkown,d16
2012-08-02 00:00:00,"39 chapel lane, swords, county dublin",,Dublin,135000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2012.0,0.032829940906106365,Summer,Leinster,225.51,17769.0,
2013-09-13 00:00:00,"4 the acorns, castlecomer",,Kilkenny,90000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2013.0,0.8064516129032258,Autumn,Leinster,238.21,19258.0,
2020-10-27 00:00:00,"6 the drive, seamount cove, blackrock",,Louth,445000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2020.0,0.37174721189591076,Autumn,Leinster,425.89,Unkown,
2010-09-27 00:00:00,"99  the cloisters, mount tallant avenue, terenure",d6w,Dublin,341000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2010.0,0.032829940906106365,Autumn,Leinster,221.66,20021.0,d6w
2017-09-18 00:00:00,"7 the duplex devon shire, kilbrogan hill, bandon",,Cork,106000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2017.0,0.0946969696969697,Autumn,Munster,334.6,Unkown,
2015-02-03 00:00:00,"23 castlejane court, glanmire, cork",,Cork,130000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2015.0,0.0946969696969697,Winter,Munster,291.46,32236.0,
2019-10-10 00:00:00,"15 cluain oir, skleeney, manorhamilton",,Leitrim,152500.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2019.0,1.0752688172043012,Autumn,Connaught,399.12,Unkown,
2015-03-13 00:00:00,"32 marion park, baldoyle",d13,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2015.0,0.032829940906106365,Spring,Leinster,291.46,32236.0,d13
2021-10-18 00:00:00,"9 the sweepstakes, ballsbridge, d4",d4,Dublin,455000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2021.0,0.032829940906106365,Autumn,Leinster,440.0,Unkown,d4
2018-05-17 00:00:00,"apt 21 block d stradbrook apts, stradbally road, portlaoise",,Laois,120000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2018.0,0.6578947368421052,Spring,Leinster,384.85,Unkown,
2015-03-20 00:00:00,"7 casement terrace, bishopswater, wexford",,Wexford,68500.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2015.0,0.28653295128939826,Spring,Leinster,291.46,32236.0,
2018-03-05 00:00:00,"10 benbulben terrace, sligo, sligo",,Sligo,60000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2018.0,0.7194244604316548,Spring,Connaught,384.85,Unkown,
2012-07-12 00:00:00,"the lodge, kilmacsimon, bandon",,Cork,260000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2012.0,0.0946969696969697,Summer,Munster,225.51,17769.0,
2014-04-07 00:00:00,"2 menloe park, blackrock road, cork",,Cork,510000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2014.0,0.0946969696969697,Spring,Munster,258.63,31897.0,
2017-01-03 00:00:00,"7 cul na mara, kill, waterford",,Waterford,128000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2017.0,0.4291845493562232,Winter,Munster,334.6,Unkown,
2012-03-12 00:00:00,"apartment 20, gelnbrook hall, newtownmountkennedy",,Wicklow,174000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,3.0,2012.0,0.32573289902280134,Spring,Leinster,225.51,17769.0,
2018-11-01 00:00:00,"12 seagull park, clogherhead",,Louth,70000.0,No,No,New Dwelling house /Apartment,less than 38 sq metres,11.0,2018.0,0.37174721189591076,Autumn,Leinster,384.85,Unkown,
2012-09-07 00:00:00,"50 cherry avenue, rivervalley, swords",,Dublin,140000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2012.0,0.032829940906106365,Autumn,Leinster,225.51,17769.0,
2014-10-28 00:00:00,"1 cornmill, gurteen rd, ballymote",,Sligo,50000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2014.0,0.7194244604316548,Autumn,Connaught,258.63,31897.0,
2017-01-31 00:00:00,"49 lorcan rd, santry, d9",d9,Dublin,395000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2017.0,0.032829940906106365,Winter,Leinster,334.6,Unkown,d9
2015-12-03 00:00:00,"2 fastnet courtyard, arklow marina village, arklow",,Wicklow,105000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2015.0,0.32573289902280134,Winter,Leinster,291.46,32236.0,
2020-10-12 00:00:00,"3 dooradoyle park, dooradoyle, co limerick",,Limerick,163000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2020.0,0.29411764705882354,Autumn,Munster,425.89,Unkown,
2021-08-31 00:00:00,"20 cluain donn, ballycasey, shannon",,Clare,247000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2021.0,0.4329004329004329,Summer,Munster,440.0,Unkown,
2016-10-25 00:00:00,"35 pearse court, pearse st, athlone",,Westmeath,35321.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2016.0,0.5882352941176471,Autumn,Leinster,298.73,35037.0,
2012-07-25 00:00:00,"carrowdangan, farragher, four mile house",,Roscommon,90000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2012.0,0.7407407407407408,Summer,Connaught,225.51,17769.0,
2019-07-08 00:00:00,"3 poolboy crescent, navan, meath",,Meath,110000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2019.0,0.25316455696202533,Summer,Leinster,399.12,Unkown,
2015-01-05 00:00:00,"7 woodford rd, clondalkin, d22",d22,Dublin,151000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2015.0,0.032829940906106365,Winter,Leinster,291.46,32236.0,d22
2018-10-19 00:00:00,"4 taylor hill walk, balbriggan, county dublin",,Dublin,262114.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,10.0,2018.0,0.032829940906106365,Autumn,Leinster,384.85,Unkown,
2011-08-31 00:00:00,"crossreagh, mullagh",,Cavan,343865.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,8.0,2011.0,0.6666666666666667,Summer,Ulster,238.66,12834.0,
2018-07-18 00:00:00,"76 charlestown park, st margarets rd, d11",d11,Dublin,340000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2018.0,0.032829940906106365,Summer,Leinster,384.85,Unkown,d11
2021-11-23 00:00:00,"chapel st, louisburgh, co mayo",,Mayo,80000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2021.0,0.3968253968253968,Autumn,Connaught,440.0,Unkown,
2020-10-12 00:00:00,"14 mariners cove, baltimore, co cork",,Cork,210000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2020.0,0.0946969696969697,Autumn,Munster,425.89,Unkown,
2017-01-25 00:00:00,"12 st attracta rd, cabra, d7",d7,Dublin,190000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2017.0,0.032829940906106365,Winter,Leinster,334.6,Unkown,d7
2010-02-22 00:00:00,"10 moneen court, roscrea",,Tipperary,115000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2010.0,0.37174721189591076,Winter,Munster,221.66,20021.0,
2014-10-17 00:00:00,"ballymulcashel, kilmurry, sixmilebridge",,Clare,96000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2014.0,0.4329004329004329,Autumn,Munster,258.63,31897.0,
2018-11-21 00:00:00,"42meadowveiw, creggaun na hilla, clarecastle",,Clare,188546.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11.0,2018.0,0.4329004329004329,Autumn,Munster,384.85,Unkown,
2012-04-12 00:00:00,"3 brighton view, harrison row, rathgar",d6,Dublin,1025000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2012.0,0.032829940906106365,Spring,Leinster,225.51,17769.0,d6
2013-10-24 00:00:00,"27 ross street, stoneybatter",d7,Dublin,120000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2013.0,0.032829940906106365,Autumn,Leinster,238.21,19258.0,d7
2017-12-15 00:00:00,"4 the granary, tullamore, offaly",,Offaly,79000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2017.0,0.9174311926605505,Winter,Leinster,334.6,Unkown,
2015-05-15 00:00:00,"annagh east, corrandulla, co. galway",,Galway,227500.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2015.0,0.20533880903490762,Spring,Connaught,291.46,32236.0,
2019-03-10 00:00:00,"6 union walk, ballisodare, sligo",,Sligo,133500.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2019.0,0.7194244604316548,Spring,Connaught,399.12,Unkown,
2021-04-06 00:00:00,"195 windmill park, crumlin, d12",d12,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2021.0,0.032829940906106365,Spring,Leinster,440.0,Unkown,d12
2018-11-09 00:00:00,"34 hazelbrook, kinsealy lane, malahide",,Dublin,572688.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,11.0,2018.0,0.032829940906106365,Autumn,Leinster,384.85,Unkown,
2013-11-15 00:00:00,"29 maple drive, archerstown wood, ashbourne",,Meath,343612.31,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,11.0,2013.0,0.25316455696202533,Autumn,Leinster,238.21,19258.0,
2012-11-16 00:00:00,"dooneen, enniscrone",,Sligo,75000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2012.0,0.7194244604316548,Autumn,Connaught,225.51,17769.0,
2017-03-21 00:00:00,"13 greenfield park, lahinch, clare",,Clare,165000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2017.0,0.4329004329004329,Spring,Munster,334.6,Unkown,
2011-05-01 00:00:00,"screen, enniscorthy",,Wexford,90000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2011.0,0.28653295128939826,Spring,Leinster,238.66,12834.0,
2020-11-13 00:00:00,"5 old balreask woods, dublin rd, navan",,Meath,400000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2020.0,0.25316455696202533,Autumn,Leinster,425.89,Unkown,
2016-07-22 00:00:00,"carrigbeg, craanford, gorey",,Wexford,155000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2016.0,0.28653295128939826,Summer,Leinster,298.73,35037.0,
2010-05-31 00:00:00,"46 windmill terrace, clonsilla",,Dublin,185000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2010.0,0.032829940906106365,Spring,Leinster,221.66,20021.0,
2018-02-28 00:00:00,"31 cluain muillean, tyone, nenagh",,Tipperary,157500.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2018.0,0.37174721189591076,Winter,Munster,384.85,Unkown,
2021-03-30 00:00:00,"bawn hill, stradbally, laois",,Laois,450000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2021.0,0.6578947368421052,Spring,Leinster,440.0,Unkown,
2021-06-30 00:00:00,"26 castlemanor retirement village, billis, drumalee",,Cavan,139000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2021.0,0.6666666666666667,Summer,Ulster,440.0,Unkown,
2016-10-21 00:00:00,"93 blackcastle lodge, flower hill, navan",,Meath,165000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2016.0,0.25316455696202533,Autumn,Leinster,298.73,35037.0,
2021-04-13 00:00:00,"11 waterside, cappahard, tulla rd",,Clare,205000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2021.0,0.4329004329004329,Spring,Munster,440.0,Unkown,
2020-05-21 00:00:00,"apt 4 the birches, kilnacourt woods, portarlington",,Laois,95000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2020.0,0.6578947368421052,Spring,Leinster,425.89,Unkown,
2018-09-11 00:00:00,"main st, fethard on sea, new ross",,Wexford,140000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2018.0,0.28653295128939826,Autumn,Leinster,384.85,Unkown,
2016-08-26 00:00:00,"13 cathedral walk, blackpool, co cork",,Cork,167000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2016.0,0.0946969696969697,Summer,Munster,298.73,35037.0,
2011-12-15 00:00:00,"525 griffith avenue, glasnevin",,Dublin,430000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2011.0,0.032829940906106365,Winter,Leinster,238.66,12834.0,
2017-12-21 00:00:00,"15 ros airgid, lis cara, carrick on shannon",,Leitrim,26000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2017.0,1.0752688172043012,Winter,Connaught,334.6,Unkown,
2010-04-02 00:00:00,"15 ardkill place, garrymore, ballinagh",,Cavan,100000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,4.0,2010.0,0.6666666666666667,Spring,Ulster,221.66,20021.0,
2013-04-04 00:00:00,"10 berwick hall, churchtown",,Dublin,318000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2013.0,0.032829940906106365,Spring,Leinster,238.21,19258.0,
2010-07-13 00:00:00,"25  ashwood, knockroghery",,Roscommon,150000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,7.0,2010.0,0.7407407407407408,Summer,Connaught,221.66,20021.0,
2013-09-09 00:00:00,"dunsoghly court, dunsoghly lane, st. margaret's",,Dublin,386000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2013.0,0.032829940906106365,Autumn,Leinster,238.21,19258.0,
2013-12-20 00:00:00,"10 pairc na deireachta, massey town, macroom",,Cork,70000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2013.0,0.0946969696969697,Winter,Munster,238.21,19258.0,
2016-04-21 00:00:00,"22 eyre st, galway, galway",,Galway,620000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2016.0,0.20533880903490762,Spring,Connaught,298.73,35037.0,
2020-11-18 00:00:00,"2 station lane, swellan lower, cavan town",,Cavan,167500.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2020.0,0.6666666666666667,Autumn,Ulster,425.89,Unkown,
2019-04-03 00:00:00,"1 priory court, enniscorthy, co wexford",,Wexford,97000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2019.0,0.28653295128939826,Spring,Leinster,399.12,Unkown,
2021-11-26 00:00:00,"56 eglinton rd, donnybrook, d4",d4,Dublin,3300000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2021.0,0.032829940906106365,Autumn,Leinster,440.0,Unkown,d4
2015-09-24 00:00:00,"hawthorn lodge, woodstown",,Waterford,325000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2015.0,0.4291845493562232,Autumn,Munster,291.46,32236.0,
2018-09-21 00:00:00,"88 the westmoreland, charlotte quay dock, ringsend d4",d4,Dublin,451000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2018.0,0.032829940906106365,Autumn,Leinster,384.85,Unkown,d4
2017-12-21 00:00:00,"kildromin, kilteely, limerick",,Limerick,257500.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2017.0,0.29411764705882354,Winter,Munster,334.6,Unkown,
2018-05-03 00:00:00,"7 st johns court, cathedral sq, limerick",,Limerick,90000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2018.0,0.29411764705882354,Spring,Munster,384.85,Unkown,
2019-08-29 00:00:00,"51 clonuske dr, hamlet lane, balbriggan",,Dublin,235000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2019.0,0.032829940906106365,Summer,Leinster,399.12,Unkown,
2020-10-15 00:00:00,"25 meadow park, dublin rd, cavan",,Cavan,255000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2020.0,0.6666666666666667,Autumn,Ulster,425.89,Unkown,
2021-12-03 00:00:00,"3 bond st, wicklow, wicklow",,Wicklow,225000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2021.0,0.32573289902280134,Winter,Leinster,440.0,Unkown,
2021-10-14 00:00:00,"ashdale house, lower shanbally, ringaskiddy",,Cork,510000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2021.0,0.0946969696969697,Autumn,Munster,440.0,Unkown,
